CaseID,Organization,Use Case Title,Description,Org Industry,Use Case Industry,Subindustry Tags,Use Case Domain,Tool/Technology,Outcomes & Benefits,Source URL,Source,From,Reason Excluded,Status
aicase-x0456,Ringier Axel Springer Polska,"Ringier Axel Springer Polska (RASP) drastically reduced its carbon emissions after migrating to AWS. RASP, a Polish digital media company, committed to reducing carbon emissions by 90 percent. As part of a strategy geared toward compute efficiency and price performance, it migrated to Amazon EC2 Graviton processors, which cut its carbon emissions for IT systems to near zero. It also launched green initiatives to educate entrepreneurs and the public about sustainability. Now, RASP has achieved greater efficiency and continues to make strides toward its sustainability goals.",,,,,,,,https://aws.amazon.com/es/solutions/case-studies/ringier-axel-springer?did=cr_card&trk=cr_card,AWS,"v2, v3",Not truly AI,Excluded
aicase-x0457,Riot Games,"Riot Games migrated 2,000 databases and enhanced resiliency using automations and AWS services.",,,,,,,,https://aws.amazon.com/solutions/case-studies/riot-games-rds-case-study/?did=cr_card&trk=cr_card,AWS,"v2, v3",Not truly AI,Excluded
aicase-x0458,"Riot Games, Inc.","Riot Games ingests about 20 TB of data every day on AWS. This data powers a wide range of products including match-making, personalization, analytics, security, anti-cheat and player behavior. Until recently, this data was only queryable hours after it was produced (in some cases up to 6). With AWS MSK, the team was able to bring that time down to 5 minutes and unlock use cases that require stream processing. MSK also allowed us to lower our TCO and deprecate an aging, Map-Reduce based pipeline. In this session, we will talk about the before state, migration path, current state and future state of our data ingestion pipeline.",,,,,,,,https://youtu.be/iwZLadQ3XpY,AWS,"v2, v3",Not truly AI,Excluded
aicase-x0459,Rivian,"Rivian's Lead Software Engineer, Narendra Nath Challa, highlights how the impact of Mountpoint for Amazon S3 transformed their autonomous driving development.",,,,,,,,https://www.youtube.com/watch?v=bIVEnT6aNO8,AWS,"v2, v3",Not truly AI,Excluded
aicase-x0460,Rivian,"Electric vehicle manufacturer Rivian is innovating quickly and performing powerful simulations in the cloud, using the speed and scalability of AWS to reduce the need for expensive physical prototypes. The automotive technology company was limited by the low availability of its previous on-premises compute infrastructure. Rivian migrated to a new stack and used a broad range of AWS services. Using Amazon EC2 C5n Instances, Rivianâ€™s software is up to 66 percent faster. The companyâ€™s engineers can now focus less on managing the technology and more on innovation.",,,,,,,,https://aws.amazon.com/solutions/case-studies/rivian-case-study/?did=cr_card&trk=cr_card,AWS,"v2, v3",Not truly AI,Excluded
aicase-x0461,RMS Cloud,"RMS Cloud transformed its multi-tenant architecture with Amazon RDS, taking advantage of prompt support from AWS and AWS Partner Slalom to achieve higher availability and significantly reduce downtime for customers.",,,,,,,,https://aws.amazon.com/solutions/case-studies/rms-cloud-case-study/?did=cr_card&trk=cr_card,AWS,"v2, v3",Not truly AI,Excluded
aicase-x0462,Roche,Rocheâ€™s cloud development environment,,,,,,,,https://aws.amazon.com/solutions/case-studies/roche-video-new-case-study/?did=cr_card&trk=cr_card,AWS,"v2, v3",Not truly AI,Excluded
aicase-x0463,Roche,Life sciences company Roche is shortening research and development cycles using AWS HealthOmics.,,,,,,,,https://aws.amazon.com/solutions/case-studies/roche-healthomics-case-study/?did=cr_card&trk=cr_card,AWS,"v2, v3",Not truly AI,Excluded
aicase-x0464,Roche Pharma,"Roche allows their internal teams to create Analytics and ML environments to experiment with data, that is shared through a precisely controlled and audited catalog. They achieve this by leveraging AWS Service Catalog and AWS CloudFormation to automate the creation of such environments with built-in compliance.",,,,,,,,https://youtu.be/oTtPNgcZ05I,AWS,"v2, v3",Not truly AI,Excluded
aicase-x0465,RS Group,"48 Hours, 0 Unplanned Downtime: How Tech Mahindra and AWS Helped RS Group Migrate to the Cloud. RS Group, a global product and service solutions provider for industrial customers, faced challenges with its on-premises infrastructure, which limited its ability to scale and innovate. RS Group partnered with AWS Partner Tech Mahindra and Amazon Web Service (AWS) for a full lift-and-shift migration to the cloud. The migration, of which the digital production platform move was completed in only 48 hours without any unplanned downtime, has improved RS Groupâ€™s performance up to 150 percent. It has accelerated the time it takes to make infrastructure changes up to 95 percent and lowered technical debt by 12 percent. Operating on AWS has also empowered RS Group to scale efficiently, enhance resilience, and continuously innovate with AWS services.",,,,,,,,https://aws.amazon.com/partners/success/rs-group-tech-mahindra/,AWS,"v2, v3",Not truly AI,Excluded
aicase-x0466,RULEMATCH,"With data protection paramount, digital asset trading venue Rulematch works with Amazon Web Services (AWS) Partner Ergon to develop software securely in the cloud. Using AWS managed services helps Ergon find solutions fast to keep the clearing and settlement exchange running smoothly. In this video, Rulematch CEO David Riegelnig and Ergon software engineer Maximilian Falkenstein talk about the long-term partnership thatâ€™s delivering best-in-class trading technology.",,,,,,,,https://aws.amazon.com/solutions/case-studies/security-ergon-rulematch/?did=cr_card&trk=cr_card,AWS,"v2, v3",Not truly AI,Excluded
aicase-x0467,"Rumie Initiative, English Helper","From mobile apps to guided lessons, the cloud can help democratize education.",,,,,,,,https://aws.amazon.com/podcasts/id-2020-10-30t170423084z?did=cr_card&trk=cr_card,AWS,"v2, v3",Not truly AI,Excluded
aicase-x0468,Rush University Medical Center,Discover how Rush University Medical Center built a mission-critical analytics hub powered by AWS that shows bed capacity across Chicago.,,,,,,,,https://aws.amazon.com/podcasts/38fixthisrushmedical/,AWS,"v2, v3",Not truly AI,Excluded
aicase-x0469,"Rush University Medical Center,  US Childrenâ€™s Bureau, Urban Systems Lab, Smithsonian",Revisit milestones from 2021 with customers from around the world.,,,,,,,,https://aws.amazon.com/podcasts/53-fixthis/,AWS,"v2, v3",Not truly AI,Excluded
aicase-x0470,Sage,"For accountancy software provider Sage, sustainability isnâ€™t just about what it can do within its organization. Itâ€™s about supporting millions of small and medium-sized business (SMB) customers around the world to do the same. Sage Earth is the companyâ€™s cutting-edge carbon reporting platform. It automates the process of tracking carbon emissions, making it easier for SMBs to understand their carbon footprints. As Mathias Karadyâ€”vice president and head of ESG product at Sageâ€”says, using Amazon Web Services (AWS) to run Sage Earth gives it three big advantages: scale, the ability to attract and retain the best talent, and the opportunity for co-development. All of which is helping speed SMBsâ€™ net zero journeys.",,,,,,,,https://aws.amazon.com/solutions/case-studies/sage-sustainability/?did=cr_card&trk=cr_card,AWS,"v2, v3",Not truly AI,Excluded
aicase-x0471,Salesforce,"Discover how Salesforce leveraged AWS Incident Detection and Response (IDR) capabilities with AWS Enterprise Support to dramatically improve their ability to handle critical issues. Learn how Salesforce cut case resolution time by 50% for business-critical issues, leveraged AWS's Incident Detection and Response (IDR) to manage AWS incidents efficiently, improved customer communication during incidents and benefited from IDR's 5-minute SLO",,,,,,,,https://www.youtube.com/watch?v=D1x5j7rEEqQ,AWS,"v2, v3",Not truly AI,Excluded
aicase-x0472,Salesforce,"Salesforce Data Cloud helps businesses unify customer data, and with Storage Browser for Amazon S3, it will be easier than ever to navigate and manage data stored in S3 directly through Data Cloud. By removing data silos and providing authorized end users with direct access to S3, this solution provides a single source of truth for data.",,,,,,,,https://www.youtube.com/watch?v=tKEhr2US5gg,AWS,"v2, v3",Not truly AI,Excluded
aicase-x0473,Salesforce,"Salesforce, Inc. (Salesforce), a leading customer relationship management (CRM) company, chose Amazon Web Services (AWS) as its primary cloud provider in 2016. Today, Salesforce and AWS have a global strategic relationship focused on technical alignment and joint development.",,,,,,,,https://aws.amazon.com/solutions/case-studies/innovators/salesforce/?did=cr_card&trk=cr_card,AWS,"v2, v3",Not truly AI,Excluded
aicase-x0474,Salesforce," Revenue leakage is a prominent issue telecom operators face. This problem can impact up to 10% of a telcoâ€™s revenue, translating to nearly a hundred billion in annual",,,,,,,,https://www.youtube.com/watch?v=NI1BhsMcG-A,AWS,"v2, v3",Not truly AI,Excluded
aicase-x0475,Samsung,"IT giant Samsung Electronics migrated its 1.1 billion Samsung Account users to Amazon Aurora with minimal service disruption using AWS Database Migration Service, drastically reducing database costs.",,,,,,,,https://aws.amazon.com/solutions/case-studies/samsung-migrates-off-oracle-to-amazon-aurora/?did=cr_card&trk=cr_card,AWS,"v2, v3",Not truly AI,Excluded
aicase-x0476,Sanofi,"Imagine a future where life-saving drugs are developed not in years but in months, where personalized medicines are crafted with precision, and where global health crises find their match in the swift, intelligent responses of advanced systems. This is not a work of fiction; this is the reality that Sanofi is bringing to life on Amazon Web Services (AWS).",,,,,,,,https://aws.amazon.com/solutions/case-studies/sanofi-case-study/?did=cr_card&trk=cr_card,AWS,"v2, v3",Not truly AI,Excluded
aicase-x0477,Scroll,"ATAL Engineering Group transformed its data analytics platform using Amazon EMR and Amazon Athena, helping customers reduce energy consumption through new insights. Processes 15 Million Transactions with a Secure, Scalable Layer 2 Blockchain Solution on AWS",,,,,,,,https://aws.amazon.com/solutions/case-studies/case-study-scroll/,AWS,"v2, v3",Not truly AI,Excluded
aicase-x0478,Seaco,SEACO Global Increases SAP Application Performance 90 Percent by Using AWS,,,,,,,,https://aws.amazon.com/solutions/case-studies/seaco/?did=cr_card&trk=cr_card,AWS,"v2, v3",Not truly AI,Excluded
aicase-x0479,Season Three of Fix This,Welcome to season three of Fix This. Hear how Amazon Web Services (AWS) customers are innovating to solve some of todayâ€™s most pressing challenges to create a more sustainable and inclusive world. Subscribe to be the first to hear.,,,,,,,,https://aws.amazon.com/podcasts/season-three-fix-this/,AWS,"v2, v3",Not truly AI,Excluded
aicase-x0480,SeatGeek,"SeatGeek uses AWS to give developers faster, better-performing applications in the cloud, quickly build new ticketing software, and ensure a seamless experience for buyers, sellers, and venue managers. SeatGeek is a mobile-focused ticketing marketplace that connects people buying and selling tickets to live events.",,,,,,,,https://aws.amazon.com/solutions/case-studies/seatgeek/?did=cr_card&trk=cr_card,AWS,"v2, v3",Not truly AI,Excluded
aicase-x0481,Seera Group,"Seera Group is shifting away from their legacy monolith systems into a cloud-native platform that provides superior user experience, which can support their business expansions. As one of the fastest-growing travel businesses in MENA, Almosafer - Seera's flagship consumer travel brand - was migrated within 6 months using a Microservices architecture.",,,,,,,,https://youtu.be/a6kqyqTNJM4,AWS,"v2, v3",Not truly AI,Excluded
aicase-x0482,Sensor Tower,Digital intelligence and analytics company Sensor Tower boosted price performance and fueled innovation using AWS Gravitonâ€“based instances.,,,,,,,,https://aws.amazon.com/solutions/case-studies/sensor-tower-graviton3-case-study/?did=cr_card&trk=cr_card,AWS,"v2, v3",Not truly AI,Excluded
aicase-x0483,Sesc,"The Social Service of Commerce (Sesc) of SÃ£o Paulo, an Amazon Web Services (AWS) customer, sought to democratize access to Brazilian cultural assets by developing a high-quality audio streaming solution. To complete the project within an accelerated timeline, Sesc used AWS Marketplaceâ€”where users can find, buy, deploy, and govern third-party software, data, and services that run on AWS and manage them from a centralized locationâ€”to verify and maintain security and compliance best practices while navigating complex procurement processes. Using AWS, Sesc abided by stringent regulations and made iconic concert recordings freely available to listeners all around the world while sticking to an ambitious 45-day timeline.",,,,,,,,https://aws.amazon.com/solutions/case-studies/sesc-digital-case-study/?did=cr_card&trk=cr_card,AWS,"v2, v3",Not truly AI,Excluded
